voter address, voting power, voted
ca1q5egpyl6u5qyn2du07v9ntj9s8gn27shm8l5c53xt3jvp7d9zh6dxjqjrpw, 916, false
ca1q5egzztnm44vtf6sgpg84srpmwj8cc47s6muk27gz4dwgacn06fq6t3p9vf, 57755, false
ca1q5egz90fwg4jshdt6hnvxxx9ruzalekdwkl5k2yg8ce299d8y0wyxcfvgkc, 98, false
ca1q5egzc9vl927avvh7tuc65msf07muaen0n6j0hj68430q46afkfj29jg2n7, 506, false
ca1q5egz6n3pjly0y9txpcr25ecvuf7jlanj9cwua6y2mfeux2k0zfkucmzwfx, 2896, false
ca1q5egr34gtp8gkucj9rxgf56ny3eswuf6q4vrzq3vcjst08pf035as6lj3xk, 9308, false
ca1q5egyq04y54g7x784w6kunljf6hsptgdqpw4n4sjvl4mqa6atvuaslamv6q, 218, false
ca1q5eg95krcj5kfzn0em8xgydk3t4h67wgj4p4plcdjjczd49a85phkv79vru, 99, true
ca1q5eg84fedx7zseew3tsta3qmuvgy6etp45xm4zae2p7wam7ue7deul05dge, 3342, false
ca1q5egfa04kkzqcvz8d700y9hxrwxkpxvd5jd6ww40c8cxq37mww4753fwhyg, 697, false
ca1q5egf77n8nylxgz7u8jf790llsxvxp6yc4twy0xualr08lnqw0nak9mxewe, 25645, false
ca1q5eg2snujqfh2sqlq5epw8sf9frmnpr7crmlq2gkddz3xn5lt8sywltwate, 125055, false
ca1q5egtzkqxwg430rqv0j6fe0ttd4u5ma387wg3t0etlnx4phm74fh5lpuch8, 1026, false
ca1q5egdvmn28plt78ww58m3q6tsz3dmq4gvrjgv58l4wa2qj45kax3js4cjqk, 37668, true
ca1q5eg0s4m90xklyxm4a2nsd29asggwjj3t5evmhm0tn043pvc7tv2ke9a8jv, 63350, false
ca1q5eg3pwa6skasfa0x87xpty097vv0xmfr7ux9t82k9h40xy8zjtsjgmpwqe, 50580, false
ca1q5eg4d2nwmmdtwt4xxur87q5ls70vm2mr6nvqeag6mq8tm26svasvq3ryqh, 1171, false
ca1q5egk7xqajv6av9qw2awvk04swzrvzjegm034dp7upjhdpyzjv74gp9t40p, 2715, false
ca1q5eguur8ylcjfyfr5y4zuvsm8ms3t0ymjqgy5pevk0auq78lrkp8604f2tz, 3349, false
ca1q5efqrng4qwpmvhr3hsjywusfffuvv9nhdggexsf5epz2l5ytapa5wv2vgh, 9802, false
ca1q5efqvz0s5e72je4wchsm37967m57fwnjf2fy8z02qadc6allug62vrf6fw, 595, false
ca1q5efrzdz6wpulr2a9jtpzgspyzwvnp4phadf2hhkwutdmtatm9lcghetk4m, 13262, false
ca1q5efrgllqq9urcs3vmj9e9ff0syxu7nlf28nsklsra49hffl2q64gmna5sr, 17727, false
ca1q5efrsl4mwetw6f6cz3pnr4nfu23hmhy5vqasf67wvg8cpsc0lgfqf3xln5, 5041, false
ca1q5ef8zxyw4tmp7edquugvf49vk2vckf2xlhmwyr3hhqm0qvs688wxyg7w9y, 18641, true
ca1q5effp8xeakqqfy4kvgzz3d7l4jfdl6lf2x9799lhg4rqmgraujmss92ea2, 6866, false
ca1q5efvt960yl6u2hvny0yzxyvl9lpz4mh3076k6n39zzs4yq32gp6uu5myk0, 1386, false
ca1q5efw80t77jn6yclslr3tzacy5y7g4ntqrk8redn8mv9tjph9sg7vkkw998, 16107, false
ca1q5efw4plrcdfefflpm0qglxyw6g3ep8hkjqjqtz2zmwfs08e3z46c8u7kc8, 3260, false
ca1q5efndhnzrulnzq670vk429529q05chwzk82kv3s0pefvw5x7zdas9qm48w, 5343, false
ca1q5ef4guytm6ftwelvrvhkzyht6whlkhvmgc3dsmf209pe34rngg4y2xaf6y, 25316, true
ca1q5ef4fr9rk3reksaedzydtjavz75vcqp8vzleu23lz3e4melklsww4ru4cg, 1975, false
ca1q5efhp9cgkvadvrrjgcancptd0h4qsv8zksf9e678fgq4reqtqdtx3wpgcp, 4843, false
ca1q5eflsuhrcjsz6cl90muqraz8njzsfx6sq90ghjtplj3gdj0l685cllldef, 129334, true
ca1q5e2p5d97n02ep2se8h8q2atdsua0ar0npdf30rj6a3ft6h489l5crs2lla, 69461, false
ca1q5e2z2ym29xrsyzqje5x7mf7527sxrrng3q2sczrj8er023t5gznkd8lzsf, 516, false
ca1q5e2r5m3smu9vjx5c0lpshmfpq7xflnp3uxx89vr3yw807xq4424u62a2q0, 1327, false
ca1q5e2y3qkp6y62tza76rkw666pmtlfe2d6ymn735rrcwv25vd8wj9kc7ry3w, 12227, false
ca1q5e2yhjm9wawjkqqh0q9ttetjyvncmfnrvlfclut0nldwsjaxc6t6avysu5, 2185, false
ca1q5e29v3mcc2pxzwpnvfp3cg6tmapv7rc0008h6z2ga9t9jktqzt8yppdwn7, 80, false
ca1q5e2gcse0ajw43utzp0mgdrzgwqwv275jjaehrrqw9w35xr3j0zsw5xacr9, 4427, false
ca1q5e2vzfe75h5gdm9grnn7wxaglfc48h05es73hprs5kguuzdh0cdzzs8pgl, 1709, false
ca1q5e2dz67pydth902z8cersacmm03sx47vpr728cnrxfgn5tkus0a5np9pya, 1022, false
ca1q5e2w8hguywwwtzgsev97avwpqcceglddd6kxzac8vq4xk05p2qqs7l583l, 4163, false
ca1q5e2smapql3z9de36xsu45dm26fv6vcjfwrt5fcetkz5x58epn2yz0az8xv, 1177, false
ca1q5e23ees248ndl007l64zlqhfeyqjutkdawnapt4vknr88myxgtrjxzx3c7, 10443, false
ca1q5e253v7r8pmrdtp2gr72gew4ms7fgz5e5jnt9du0wknkrnm9evlypqljv9, 9474, false
ca1q5e2hx0smvpkwg3nrdhnh5kaagdpnaw93u937jvaa3aq65a0rwx7wycry4f, 11922, false
ca1q5e2mvyz8khs2qn2cycznul3hm2wtmtpdjqv03aa34033lnj09jay7xajfw, 515, false
ca1q5e276242l86fqt9vzn2pfwayj47pusj89atj8ln9syf79twzzuq2432q4r, 36815, false
ca1q5e2lcpex8e93hz2amk8g7kllp4lm90hxlecweldudv5lehvxxxrs6hq75j, 46431, false
ca1q5etpf9nkzfysegd4wna20ns87r2q6lwg6283k4fcqxq947k75xhq4yjv3e, 2676, false
ca1q5et29g3dwtq3tc6c9u8ry5hnpwz3a43v5ckau6gqy2cvnu52l50609ekkw, 3072, false
ca1q5ettdcncz6elxj44hgn8q8c6kwdhh2nyn4304fv3t6wfpq58frnk649uv7, 5549, false
ca1q5etslmc404r3vazg3cxetcjvlmvw00xlzwdyj2rdcm7l8f0semlvk5ynfm, 50182, true
ca1q5et3epd3mx5tu8z005q7fz9mvjdrz02u504cwecu2sl4l5ln9xdzjpwmsg, 876, false
ca1q5etjse24tej3nq4egjh7kus0z96mm687mejfh85dhr3wlxs66ckxycwrr7, 12148, false
ca1q5etcv5954c229ax0mpvgqectwe6qh4ev9t3v2ufvu9jk7z0wywt5ey8hn0, 39540, false
ca1q5et7et9d8a74y0zdurxkqrj67drwe2tfch6ghdn7c2nhc7sq5ztqlltxzj, 125649, false
ca1q5etlxwul2y55tfpxky9fvd9g85tmn0v6379gphdj7xk3apupx6hjl8vp4q, 1830, false
ca1q5evqpmk8a79u5sf3evrfn8gplvau5n8auwdh9dkycq8l4nfqqtgws5zhtf, 3193, false
ca1q5evrqs4nkjpt0sc3pwst2jhlyyswx9kcasp6ax7pulrvd0jw7ddywpj3c3, 144375, false
ca1q5evrhvw45tpmfd5zrpvrkeuz9tmqym8nae8s8gpvradevf8zn2hz09chr3, 10569, true
ca1q5evyyfxlchk6q20wxvgdrm44k90tfyrvdxaawmuaraw22ad9nev6d95f3j, 815, false
ca1q5evyx2p8nfz2dy05z6lr3edymljdr5y83p40gzg4fmvjcgcrjh77qcf253, 251003, false
ca1q5evycld9tt76r5td5uljgrzrwdnakak96p7qfw7pa0ztnswul9mvl04k52, 15685, false
ca1q5ev9xpxlnk5fzhtwhfyqa5s7txmy25nuv2slx7kmcqmxc3kyfq9umm58v0, 6556, false
ca1q5evgxeyhr9psg5m9zflt4qhemkzyuuruqkz9auk2pvnrr90g96qw3xz5rx, 5107, false
ca1q5evgjmhxjlf92gxh0ejzvqfus8gzurppn6552mstqq8xt555kqr2y54ywm, 5524, false
ca1q5ev22ue4zzgdn48sqeqkt09lcrrx4d6jrpr6kauvmurdwwsmyd9j0ad9nr, 339, false
ca1q5ev2vcdc8v3vdgm3plzt86h22p0zxaa6slwnecx7s3hzxt7xxvz72f74vd, 59108, false
ca1q5ev2jlceqmynngc7cxv5y3ey05x7trwgn0kduqjmqnc53c5j93hxyl35zg, 542, false
ca1q5evt6qdl3u0r5ecdazt8042eg3xwupxmldqup7lpyus2u3hqjpv7g66m5f, 19419, false
ca1q5evdwm3tjsyj0cq6s8nkyga7engssxss6j2ywy98k75rjcl3kjzwj7kxk3, 3925, false
ca1q5evwxf27lf0785ywvw6a6dwgcxn7wldgcg0kl0tpsyvwyqsafyyq9eja8e, 6221, false
ca1q5evwd39d7gdsxqc99uu2ga0vhk6fph5kdjxl7jpef37za55dpptqkkcwf5, 29, false
ca1q5evsjt2f37gdcaxx5dxtxyppsnyx6c0jec6eaq2du0gektu2gslg74yms5, 2640, false
ca1q5ev5y5aq0n9yd955p4cn8jrds4xtsd6n5r5ymx50ckfphxa2asf6hp4ksa, 1443, false
ca1q5ev5j4xmf2mawqffz8ls83x3zvl57t59x0ya4h6trmn2n8znrj6gpw0kf3, 2277, false
ca1q5ev6pz68at2xhe4uud6w3a9rspka73l2vqsml066tlyj5rztejcjcj4c5p, 15867, false
ca1q5edp4vzpyp6hqdkr9xc6mhrf5gmsp0nfsmlsu6umshkrv03q6fz2qp58gd, 784, false
ca1q5edrqpxtc6h4tp7t7aur8axk9847mkyzkl50q57uchkel3jr79ks8fgp9a, 67042, false
ca1q5ed9vtv2tv90x02uyttv33uqd2csv344ptaa2jg3jcjvv2d35jg7sqv0k5, 1947, false
ca1q5ed9jex77875n5wzqlkmwd5y7tzkch0qajnpnuyzg4n4jd9fst5x8n44sk, 5471, false
ca1q5edx836pp2gcea0gkcqk3hh7lkmsqxt6t347w3nt7ghuuxr095c5gxkg9k, 61507, false
ca1q5ed4jtd4qf2703lgpvy3hrhhvcem3d9l4vut5rks9xl5a72d9v8q2d5dfp, 198, false
ca1q5edhyueejvk0kapgfaxwtk5mvnwpr5e97gajutykpxmp7ed2qdyjp3jxue, 1017, false
ca1q5edmn2fvlm3cvq9nlwsrx5z8exarm3rkq8npc4h7u4mqnkfwkfjqnlylc2, 3522, false
ca1q5ewqjluh9csgpmeqv8dzhklk49kzmnjh2nfdnunnp6xwnm5sxdrschqr6v, 1851, false
ca1q5ewphscknasy634zl2ecvw5w84s0xtw3gn3zqtpnn0h4u3rpkm9x4dkppv, 32044, true
ca1q5ew9ukjvcat9kv20c3m4cpy0npkyakdqxk63ysdnlfs3jd9sjv7cudux5r, 41365, false
ca1q5ewx8kdvhrrk9u8prajn98vjpr44adphuejd9yymm0kq9seetj7x6efg7x, 3081, false
ca1q5ewgw48am3kqlrcwzldsja2djyn3cpk9fk4dq8k9g9jq546up3aq9key7s, 1998, false
ca1q5ewn93nhdfdmeugn6yj2z746yvwfhr8l7rtasmmrjqsw2wcmmxyg2sul9q, 406256, false
ca1q5ewk72wkt3sj0m0lkslv8r8up0hcm04l6te40nur5a78quuw3ftvsc6j0w, 241941, false
ca1q5ewhnhldq7r8nrl2krg0h0qnsh56esfn7wwvaek9fd0nry7ltyquuum3ea, 499, false
ca1q5ewh4tagd92du0wz6srmffa70083ld9agm84ehsfh04ury2dt907tpsdua, 24229, false
ca1q5ewuzju3l688szn5ufef6eqtklvzfrjhxwtkvcm60ulu9gm2ytyg4f4qhc, 139, false
ca1q5ewaza6cnlgvy54u6rcgctvs7nqkskdkaxgeszagf9nqd8x06awqynrccy, 3819, false
ca1q5ewa6zugsv93m34e68ee7zkt0qvumdy4j9sk2tkjtw0ck5nh39szhhnnfc, 299544, false
ca1q5e0zdsjt7q427ku3293lzgawa9f9qdarm9fm0rydqp4d9cgm9n5g5s3thn, 3049, false
ca1q5e0r7vka4vvau86q4rhjujsqmjuuq3ad584l2jctr6wvzpe9ldhsrsyh8p, 107, false
ca1q5e08tr7cwqqpuj4c3scqe4mpdplzp39frlawuhdjpy4m9vkmd6sq24k4ug, 762, false
ca1q5e0g4dsqenzhc72wauz4c4prckv64j0p0vhxr028rk4hglwzqtpgfpuf37, 33807, false
ca1q5e0tr8hmvdsz4hh82yx3ehl6dxsafyve0q6vxuetzhpdtt6n3zy7pw2gp9, 958, false
ca1q5e0tk474vhqjceqhuvrxptsg4jegl5k5m7hswzj8lk4f84ze97s7lfrnhs, 864, true
ca1q5e0tmm3adeevx99ere6g7kj459fsfl6a9jsypjpm3y5rvc5532n5763e38, 20167, false
ca1q5e00s2vwly8w93vnejcavyf7clzp3lt9qvhyhgyzjknjn6gzesuvdzwy96, 1101, false
ca1q5e00apgjdxsl9vx9qzuu9z7uunhv89afrtyhkf6327p2zktxr9g2e7zpq6, 14280, false
ca1q5e0sxvnz3uagyhxxk6fjyjjep0k9z3cas7tht3cfu67na5ughexg05xp97, 212, false
ca1q5e0stc32yvsyenafu3ry8sqzhf3zcqfen246v4vveem54x02k4mjadz9t3, 2001, false
ca1q5e0shtk3aejsz9ehnv2zwfutxkspqf0dmz4vcjgavytux5xt33w74p2vmd, 18112, false
ca1q5e0c9ngkf97v4qrmeyd8ql2k9nqhtmr2x9g6c2kc9rlkchvyavz6ufvw7x, 575630, true
ca1q5e0c8taurh5gjhzuvhn8v8x0y6tljchrfq5seydtdcg6uplrluvvv20p7p, 8683, false
ca1q5e07u4qat6p87aeexy0kux5srzhuhu9cnczx5whra00e3za6ufuwxzkd34, 52025, true
ca1q5e0lvsh4pv34p0lp5elj78a8ezzp7dkych0vefn40m438dr49mfqq5730s, 102, false
ca1q5esq6f5wjm8nwwxqckyp4405p3rzne6qud8n88dum555grwsdunk24latm, 9338, false
ca1q5espqp08wudrc2pa25zccqsgd5ttl230mcu9g8h0xkpw0fl8prjcey5h4v, 2131, false
ca1q5espn73h7fqq0djv572whe0rhrpf9vhpxu64ctr2d4ucpy0mh6pkcr92mg, 1970, false
ca1q5esyvwhjznmey4u8r95er8dqsl82x049qkasgjplq79rdqgfll0vcaajg8, 11647, false
ca1q5es9psy80565acczftfw3vtmzdnev0765a408pz8wc2hh7zs4rmxnytg4d, 510, false
ca1q5es9klrqznmgpvpa7arnkl7q39j85pd346j55mdlg2hgeke3x4cw729rud, 15981, false
ca1q5esxfw9f537al2cvjn5vf74l0zxhzeek97ejk84930vg9xyjhmxv2lcaav, 28, false
ca1q5est8naa6t4nmpydj9lga6s4xx4vf6s02xt5vx0cyt9wjs30n0ujv5xjyv, 1023, false
ca1q5es53lsmr70zflxjd05ew67n4fd0djnlquse8mys5l7lntxkezdx903kng, 3200, false
ca1q5es46pm9xesjwwnlg6yv0726myg4dgfdkkhd0nu6hukatue6xfjglx3ql3, 505, false
ca1q5esen08gpheqx72rkrkrrm7lqvq8dvcwlmg3yhzuxxx9yqf62hxu5a0qhz, 1052, false
ca1q5esudst0ts8cy8mt25c6rjg646cq4ylrtrswgal7ryyt0rgdk6ckfruka6, 212, false
ca1q5esl9ezn80atjmd37uuq95rhd8nyq7cj7uh3nyh0rv5wjrgwfdv75r6xt6, 550, false
ca1q5e3ylrchsw4f09r9gzeu7vq70llnfj0uekxxjquctj2gep69zrgy64egjr, 3023, false
ca1q5e39qu6y040lxrjkd7tfgrj8dkvjuveeyuv4eulc45y4rnaqlhvu4tp4dr, 18020, false
ca1q5e3xmfm6yyug8f64gay5v855779skgwjn8muvnkfnag8h47slqps5dxal5, 23567, false
ca1q5e38yu7cuuqc78s3c7latcgnuhvyspz5hhqv6z3d06kwafc6ask2gufl6f, 29921, true
ca1q5e388sk4yykgua8ds0vxd8f6fyzcfuunx87fs6tvf8x3qmy9wun2hjwgca, 30841, false
ca1q5e38jarp2rw8vkjndkqnhlzvz9csfuemc3r9lmwj4an4qsv9f4rswknzq8, 20195, false
ca1q5e32dc2ckn9utkkpkp82dldqdl2l2ythwdzfp67zlh8z3ydt9fls3x0sfx, 537, false
ca1q5e3twd6m6j0mk3hjcuzwxyu30ghl08k59f9gepej8qgtp37jca3xalwtj8, 25, false
ca1q5e3d9a208w5lz3qgkxtapmnm3q4y4sdw4edvdr6ny5zvqlfdtapqc5px57, 147473, false
ca1q5e3wn6kgksu25zeldaf682mjyg4zn97z3h2vmuvxlguf6mfh6m722ven98, 1212, false
ca1q5e337pg5pk57mlhe4e58y2jtsppsmr95c4n93ps7arqqa4eeltx5ez77w4, 1336, false
ca1q5e3nhqd4a5rgcu3a2s8ve7dt8z0qaa6y9sykrrt4vtln2nkgxeawng0pcq, 4533, false
ca1q5e3nm2xu0jz9y7mrkld2ydlwdx6m75a82jj9qv5l2np2lty3cl45zlhjz3, 571, false
ca1q5e35hh2y8p8pcnpx6aq4e5xm80ta6uewk5gaeldj7gshtrcy5qncpvpwuy, 20389, false
ca1q5e3e526we7m7xxphgxv5253xqvec6gnzqeeczyekftyyszyggskq7npr93, 6101, false
ca1q5e36qfgmcp55w29d5ewt5jzvt9v08japel0kwpswtpfhcgeh3euzuk64c5, 5236, true
ca1q5e36v5rt6gkjdg33qhwsthr7cnxs26m3vaw9sld76p66ej708vaxvmwyfp, 425, false
ca1q5e3uqag9z7ah9mw8rpgak3sl29kunpjka7v0qar6jxrcndhsvuqkm766k3, 5158, false
ca1q5e3u5qsej2kjlfecffzesr8zjqerk8c4cgmpyfc2pyzmsjnhewyvwh6m80, 2053772, false
ca1q5e370qfadwyruxjvl4sxe4y6gy9pumqzd9r7z2ff5vjt6sgacu3saj2my8, 10203, false
ca1q5ejq47g7aesrn5fu6yyyh9x3temdtff9lwr4tevxg7tq0pgfmldzuupn7u, 7870, false
ca1q5ejxuqvpqec7z2k65eaq5hmndr7jg3zuk26ftatj8s2aygq54xts86pvjk, 111592, false
ca1q5ejtzxrg76vsu50rl6jfeyfu9tuq2syly3hyz0atndmeljfl8xds6jg5kj, 92539, false
ca1q5ejtux4rls0vzj420d8456rc89pyq6tyjqp46slyakw22pvyfp6s74gerp, 12111, false
ca1q5ejvpgh6r49fuavjsn6xgfhx8hgnfxkqn8zdnv730g70sf5azanz2md7pe, 716, false
ca1q5ejv0gvs0a492lkux0vc0v9t7fnaqxvv3cnnzm8ahtlcth98mf8vf5387v, 12038, false
ca1q5ejvkyy4nl0mlwwgkvzxuaz7c5h95v2xdqc8keg824yyfkg8wenkpazw60, 14791, true
ca1q5ejwjgcatr8vlypkslpu4reat60pkcuwezgyyu3kdyt6sz6khllg8mhapt, 196, false
ca1q5ejwahm9kc7x0v4qxjua8f7jrhd38dhc5hh0qz5yjmv88gtgk5lgnqs42l, 6190, true
ca1q5ej0ghfc7yu463f0knryqphnnmvsz5pcl8armw4k4lj5vfrut9ecpp2t3t, 7649, false
ca1q5ej398u0ydvhhrn68ag5dvuy57rc3wq8nhnv4m8n0m64cxk86yhwtclre0, 34646, true
ca1q5ejjrgqc8ay0dc2fjrrk4tkxqfqzggfwhusf9m8vejz0xlcxkgjvv4zk08, 6436, false
ca1q5ejj2ae7r05a2vyy5vxz45pu6zgnltt40wnn46d9lqgkm2m6ffk60jxkzg, 2606, false
ca1q5ejn2aq6lwu20s39xg7c2f6dsnvxtg87x6m9y3ev40hakenznck2grypef, 47, false
ca1q5ejnu0xz4alychx6sw3uzakjh7a40q87mka689s4sjgkmkkmstp7g7phvw, 6121, false
ca1q5ejk3pd0s3m497acktqqukmhj6cq8e5spa3jqzlcr9gtjxezv5tw5n690z, 101577, false
ca1q5ejhxj2jlydmz652mahr2cq6cukwq92jq6h68g49w4t46xa26kjy5z8npx, 74, false
ca1q5ejlzm9k86pcem5rrmhenfp2hezdfgg2c0s4urv7jltflf2xwntqp2gjlh, 23107, true
ca1q5ejllvlaxq8cd07neswwvf5kxtj83zxg4alr49p9taf8jveaegsw0fgsp2, 1355, false
ca1q5enxdexffcrxv7qd5k3ueyn03qfj68h4cmezv3wa2vf66ysf0hrc59gqj3, 1282006, true
ca1q5engtavr3rtk2mry7qpvnnq4zwh546l02shhdxq6gcevrpfh7wm76m9zu7, 1079, false
ca1q5ent6e408643kwc9jv9t9wx2qv50fvmpq8k6nqea0jha6ztmhkxvdr2w0a, 2885, true
ca1q5endvqmuvj0trarcj3clxtndpu6j6gmwv5kpjj3ngw53mq5y4a87jfnwud, 48327, false
ca1q5endlvrfnjvcgu57v3097hcmr4l0cjmcgq6e8g5lscfpvedza6uxg45xty, 1978, false
ca1q5en35knz0zymucgladlfza94mx4z67ast5d5dnzcg2p6e5qj37tgrtmskq, 1778, false
ca1q5enjgvvz4736g6w78nql23w25ar63zrsy3nar38mwe4k98gt3asgr35ks5, 51, false
ca1q5en48w5g50t4c3lemuwr7vct6t2mf3pd5hptv495vnwr95x28cvgrt473r, 305644, false
ca1q5en4l59e20m0rz89psghnx35aa8tdmagjrwv9yg44lp9tgheesrqyu6egf, 26, false
ca1q5enhd60qureyghw5ylv35hup5usgucxtdw2qtjff402f29qcn5muhaz9f2, 29, false
ca1q5enejlxafylxf3x2acrxwly5e4uqng0myesxg68wnqkh2xemh0k6llex66, 204915, false
ca1q5enmtll9d8ege2ytfthpyxj3q96278fkgdcwp3drke8nsq2zmetjetl096, 4249, false
ca1q5en7de657wdnwfulval5nunrvuahjjc9le63h4rnpxzuthxr3qrzufymm2, 7461, false
ca1q5e5rre4sxeqcjrfgy2q2xhwpga4yvtnshqacjxuu57u73yyfyrm6us6m8c, 20035, false
ca1q5e59vz8feerr3kcrj8qp74677lqusxt93uezw7xvtcvars8h6uw2mq4qyj, 3393, false
ca1q5e582sdat8lfyvaqs3rkwvex8an924w8l2vjr02s3vlustlf4pdwca0qhk, 1187963, false
ca1q5e5ge7wj0zuzp7y7u3rexnds3xhq6gcg54k3z6g36lhcujtlfra5hlnc5y, 87, false
ca1q5e5fr5actlhtes62akvyp470crwsqmarxj3f3zkzwz35230w69qyxzy2jw, 388, false
ca1q5e5t3vztzqz4zxlq5k2yfg0wxalvwt8x9ee4ujpvratwh0vpjhexkwa6kw, 1041, false
ca1q5e50vjea74k78xafgd9s3fhw9tde5hk7um4yhte6cqvj5md3lm5ywm0l3z, 525, false
ca1q5e55gkyzrq4g374l6telzdqj7ztt27ffhakky7dkva7nlex6x3az5590aa, 397, false
ca1q5e54uc24862kp3fspsdceettse6uxw3qu947td4s3hh5lht2ksmxf42qkz, 20459, false
ca1q5e5kqkzseel02t48fkmn4d6hulkwgc3c4jemlefqutt8738a8hdsuqhnht, 70000, false
ca1q5e5kp2auzaj5xahd46a5kmgqwcylq5uw8t2e590fue3z8fn8vfxx6wceh3, 553953, true
ca1q5e5kxnxp4wqjt3cednhkjfqt7c86q84ft808mf8gt8n4t74nryrkz60mvt, 6539, false
ca1q5e5k239a2e59gwslrxjju2fna6vjx9wzzv4dwjz9mu3qyayngprvvp6m59, 12519, false
ca1q5e5ecau4hq9knj4gfqyf3m3fva5zekdfylj5c2ezmd7e53t3uqt7shqxdr, 2048, false
ca1q5e5am63kxqunzu0q6fym27z5nxdzy5rgm4ln6xecnlxsy7jcqe6k98uahj, 30002, false
ca1q5e575wcpusk9ma5fayfcq5nsasrmkxcrdzpyqhl3g6nx3zhc0nxc6jmaf0, 45, false
ca1q5e57anrtu030klg9g6gdygnx8q5m2yyuwc6rt2uax3kv7s2av0xqkva4xd, 17974, false
ca1q5e5lsqgc3ze5pk59jgyd78j6prfsg32xu906gpa9xp55kt0cmwk7uz39g9, 1335, false
ca1q5e4p3p0xjk2dmuqj00twhhnmel6y95auff9e70ruhez5qdntsspjqf5huz, 74624, false
ca1q5e4p60whd30mexn4fgdecs0avdgt4qkls804apxplvj27s5aaekgte8phc, 5318, false
ca1q5e48muwwzknq63s9p3xf5xy6cw3xpc52hz95he6a4rtvkmjm035qm0f473, 111378, true
ca1q5e4fmzsgjxwdx05lhc0z86xntf3znvlgjp2a56vdxdtvct5gmhtglh79vc, 265976, false
ca1q5e42p3z2efyxs7uzyca2phs9jygpy5kan0gg7v4dq0c4549m4jayr4fcgq, 3128, false
ca1q5e4tg403vzflvdy50hpgesxaxqaq8j79ud35nygst76g8rpl7h5w9req4x, 11475, false
ca1q5e4vrmm3x4rg8vr7ggv5dra9cjalkuv6eswy6dnltppjwjt7yx6uv09wts, 110, false
ca1q5e4vewdf8wpfjzl74j69kqzk5lyrmcygpx2p06rlldsr9vutkzk7r3t4xm, 10711, false
ca1q5e4wtlfq4lxwem9p8qtxqq5pqgdm35y6fqef7yul2x43wv7rlg2scz7d4r, 10791, false
ca1q5e40wqprv0ewv6yvqsq28n2zjsnqaps6j2x6c9dx8dqexpr6ahc6zywprc, 8410, false
ca1q5e4sv2mnyfklhtwlj90h73gxvx2ewzf70qn0snnd2hsutzx0jktua4x4u8, 3098, false
ca1q5e4ncdpsypjy3ts4m3ghp2776xwxfngptgnvsq4qmrq0hjhhq97xtz0f7t, 2258, false
ca1q5e46h4s3853s4ha0cs75wfzh2ntf9whc3jj4a2ewqz6fd9wdq6uk4h8pe9, 66485, false
ca1q5e4lesclmjywhllsuem57ucnpw5uv77m5g3dxa0ezgmx8xrn4pnj2a3zsu, 2400, false
ca1q5ekpfpc8cx8andt7lcyq3yqn2jvu65xgdv3k7tvepjdw82k3zfsj5wzr2d, 225724, false
ca1q5ekrlgme8zdhx7zsypjzyrfx7prjk95arlmn7qjynf6t8gchvmjzhdpmsp, 10042, false
ca1q5ekyeud3gusaqd3qgu465vyhejjk5e3klz4xmgd2x23cs6nju0lcgr274x, 12040, false
ca1q5ekxr3eyay3t04gs7cefm837mgecw23t7z3kjxq7gy4cfu37ldpgpcmr5z, 15795, false
ca1q5ek25a7tqlad6hpdppduu5fzrc62kym26qzkyzl0wwncl2kms85jtw33zf, 631, false
ca1q5ektd8kcn6pu4zvfp8zkx52kmt9yf583s9x4yrejh4lq3fzyd4jq8xpxm4, 315, false
ca1q5ekwxms8qxuuw3ksrs7jt80wacf76qlhjd9n8s2ejf8ehvcxx4hkcxhygh, 2728, false
ca1q5ek0kt0p8vyn3exul2j7y33p6e3s34y6239sm3dnlpnj7dacs69628lvga, 520, false
ca1q5ek5c8qs7rf3na6gptd99nngcm8t3ay6h6k44pl9k06eua4sku9692r3e4, 20176, true
ca1q5ekhcl4y4ekjlpw8x9wemhsrkj5kkjduryeyw8m7t9gm5qxxhhs7wvtyyx, 10313, true
ca1q5ekaludt2swf67asmev2mp87mxqkd4ffuekd5sgldur0xneeejwyljqg38, 17661, false
ca1q5ek7sv6lmm6arrgjx7l9grdwuvllj6dazxsud5ndg4l0t8gfw4wkkpt5jp, 1588, false
ca1q5ehppuhv6z3uk0t9ha9w3ujnse97vzkl9gvn72gpcl5jqv2pdp4vqhjk8c, 194, false
ca1q5ehx0k9njsvqmtmwfacq8jhghlhg054dcvntj7vuftdcj609d9hu0upw9z, 38192, true
ca1q5ehfqf59uvltyp8m7y5pckykpcgu7fyhtgmz4qvg22zu585a7rewyj9v6x, 112, false
ca1q5ehfp8vw27e4499d9hvcnd7hvh0ytqn4uhjn8lfqhz7e4mgan4r5asudpk, 31, false
ca1q5ehf75tcq2u70sxzv5pkah8qh0j7xg2kqmjgmzt38hm5292ufjnsa2vskq, 1006, false
ca1q5ehdks2985zptjsy9fykvqvr5xpx5tmu9zgtvyl5u8rrr7lmrl2x89ulke, 979, false
ca1q5eh0fp7rjxleqj2qpfnshzm2rfjhdn4nc83376sdtxvm3v68h3cwrutmz5, 18997, false
ca1q5ehjjh7pcunl7ud69sct3gvrvw4ymfzepj2n4tdqqr8n2xnl32azx33t9f, 5320, false
ca1q5ehe90u2chxmsx6mw7yte6x7hfew380h9ejnd05aasp5fljk44psynmpxh, 1048, false
